image_name,text,confidence,quality,text_length,product_name,allergens
0079200142360_en,Wenrdelo {Taffy sectenttane) LalfyTaly Laffy,0.3162040106572485,0.3666666666666666,44,Laffy taffy candy,eggs
0079200169886_en,pacre coltechewy' Ropes oui Wpple FIT W7150nW IRUS Srez5,0.2676901363741625,0.4666666666666667,56,Sour apple flavor soft & chewy ropes candy,"gelatin, gluten"
0079200235444_en,skare IS Suesr Ropes Mlh c,0.302255125750699,0.302255125750699,26,Soft & Chewy Ropes,"gelatin, gluten"
0079200292676_en,ARIEICLAL COLORs FLVOREL PuNCH CHERRY HlnoIcinyala Wutdull Iax SurZIs 'ROpes cnr$ SOfT,0.4035076237590452,0.7166666666666667,86,"Cherry punch soft & chewy ropes candy, cherry punch","gelatin, gluten"
0079200298487_en,Spa2p KET WT 1202 (40g),0.2691725314155608,0.2691725314155608,23,Chewy Spree,eggs
0079200358860_en,Grepe Golu Chert; KTMSO2 (IL.7g) nn CAPS BoTIzE,0.4375377451759889,0.4375377451759889,47,Bottle caps,nan
0079200498191_en,TroSty ou cherty Jun Greaq WovkA Stockin Stuffer} NeRas Eid,0.3774616734776029,0.4916666666666666,59,Frosty nerds theatre box of watermelon wild cherry punch,nan
0079200504588_en,CuBr HMO6Jwl SZEIs CANDI MINi CHEWY FLAVORS ARTIFICIAL,0.3469339418320821,0.45,54,Sweetarts,eggs
0079200510497_en,Big Chewv NeRds,0.7847836358625382,0.7847836358625382,15,Nerds big chewy crunchy and candy,nan
0079200531034_en,mue S.ae Ropes CHERRILITH,0.2195759223214475,0.2195759223214475,25,Soft & Chewy Ropes,"gelatin, gluten"
0079200558338_en,NeRds Candy rainbow,0.6783676278888199,0.6783676278888199,19,Nerds Candy - Rainbow,nan
0079200619091_en,NEWL Pere Ilenrbtrulll NEWL Haxtins 2220 Chew) GoBslopper GOBSToFPep Chewx GoBSTopeR GeBsToPPek,0.3155170164628033,0.7916666666666666,95,Candy theater box,eggs
0079200717834_en,Lbk ~N nenc MIMTRA *Uol Sr2NFIS CHEWY toLt4 dhbuekil,0.235385910559113,0.4333333333333333,52,Mini Chewy SweetTarts,eggs
0079200763411_en,"RECLOSEABLE? NEWI CHewy chewy candy arinic @OBO IA, BIG NeRas and crunchy . LRIVICIN"" flvord",0.5520355538942843,0.7666666666666667,92,Big chewy candy,nan
0079200774479_en,soft & Chewy Bige NeRds 1 chewy,0.8407992092397438,0.8407992092397438,31,Nerds Big Chewy,nan
0079200902841_en,0ok8 Lalylajg 50 PIECES,0.4642186027985836,0.4642186027985836,23,Laffy Taffy Candy,soybeans
0079200912338_en,SvEZuS Ropes,0.5460439033519889,0.5460439033519889,12,Ropes,"gelatin, gluten"
0079200928391_en,be both! S1epnn13 1ioe Original Huluot 13e3r9a5,0.3347411646403913,0.3916666666666666,47,Candy theater box,nan
0079200998899_en,phari chowyi Ropes strawberry ZRS Dolo Sved,0.4671461950240771,0.4671461950240771,43,Sweet treats ropes tangy strawberry share size,"gelatin, gluten"
0079216004577_en,TWTOOS n CHFS MACHO donuLsn Ngo,0.2084954984097947,0.2583333333333333,31,Nacho chips,nan
00796828_en,THAI CHILLI RICE CRACKERS Heteluel'LA Apced ticky Hco E9I 0z-07-2018 Amne 4945 8 BEFORE,0.4677593594391875,0.725,87,nan,"gluten, peanuts"
0079694221053_en,(O5d IRAPPEA @HE DE3PJerky,0.3388685191096907,0.3388685191096907,26,OLD FASHIONED BEEF JERKY,beef
0079694221121_en,BEEpJeaky 'OLDTRAPPER,0.1802854696160812,0.1802854696160812,21,Old Fashioned Beef Jerky,beef
0079694222050_en,Bia BAG 14 POUND Owd TRAPPEP PEPPERED BeepJerky METWXFAUE([O82O,0.4863419582149721,0.525,63,Smoked,beef
0079694222128_en,(639 JldTRAFPER PEPPERED BEEF Jefky Ketnj duZ,0.3628030535038843,0.375,45,PEPPERED BEEF JERKY,beef
0079694223125_en,(OD LRapper BEEP FMee= JERLAK( Jerky,0.2604978160792012,0.3,36,TERIYAKI BEEF JERKY,"beef, gluten, soybeans"
0079694225129_en,OLD TRAPPE HOT& SPICY Bee? MET WMOL623 Jeaky,0.5174416858889078,0.5174416858889078,44,HOT & SPICY BEEF JERKY,beef
0079694331158_en,Old TRaPPEp [ORIGINAL delIsttLE deeF STICKS,0.2601611635272166,0.3583333333333333,43,DELI STYLE BEEF STICKS,"beef, milk"
0079783406125_en,Austin MNCI 1944. Crackers with Sandwich Crackers NEWT 4.38 02 (393) Cheese = Peanut Butter,0.6953419091912927,0.7583333333333333,91,Peanut Butter on Cheese Sandwich Crackers,"gluten, peanuts, soybeans"
0079783406200_en,"""Buter",0.0781717975876726,0.0781717975876726,6,Peanut Butter on Toasty Sandwich Crackers,"gluten, peanuts, soybeans"
0079783488015_en,Niwook Hustin Peanut Butter USA Cheese Sandwich Crackers,0.7190198780052294,0.7190198780052294,56,Crackers Cheese With Peanut Butter 11.06Oz,"gluten, milk, peanuts, soybeans"
0079879400587_en,AngelFood (312g) Loaf 1102 (,0.864783449108199,0.864783449108199,28,Loaf,"eggs, gluten, milk, soybeans"
0079893112794_en,"VEGGIE STIcKS pOtaTO, TOMatO; SpINach MADE With SEA SALT NO ARTIFIcIaL PRESERVATIVES NO ARTIFICIAL FLAVORS PuMic aetaalf sLk 418175uL(7134",0.3025327735927823,1.0,138,Veggie Sticks,nan
0079893112855_en,"OPEN NATURE PITA CHIPS ORIGINAL WIth SEA SALT ARIIFICIAL COLC?S OR FLAVORS ,",0.71921863213613,0.71921863213613,76,"Original with sea salt pita chips, original with sea salt",gluten
0079893115627_en,organics organic Multigrain Flatbread Crackers 1201 9816 ULIWI 5 02 |Zo,0.5977627677025313,0.5977627677025313,71,Organic Multigrain Flatbread Crackers,"gluten, sesame-seeds"
0079893115733_en,& kettle corn Ganit organe saly seet < Nivs [ Mal,0.4164297842892743,0.4164297842892743,49,Sweet & Salty Organic Kettle Corn,nan
0079893115740_en,Jea Salt& popcorn CMdoa organics Olivel organic,0.8040503308135418,0.8040503308135418,47,Organic Sea Salt & Olive Oil Popcorn,nan
0079893116082_en,organics Classic Round orcanic crackers LCERE 130 HET MT 8 02 /227 @),0.6582662681427683,0.6582662681427683,69,Classic round organic crackers,gluten
0079893116327_en,organics dried organic Mangoes Standards No GMOs PER 17 PIECES Mcets,0.9486478009893314,0.9486478009893314,68,Dried Organic Mangos,nan
0079893116372_en,organics Apple FLAVORED Cinnamon organic fruit & bars FaR | ReR (140] 6-1302487_1 RARS NET WT 7802 (222 _8 grain,0.7080531456147775,0.9333333333333332,112,Organic fruit & grain bars,"gluten, soybeans"
0079893120515_en,flavcrED OPEN NATURE & BLUEBERRY SANDwicH BAR Non GMD WMGHE MTvzhl PEANUT BUTTER,0.504207910498883,0.6666666666666666,80,Peanut butter and blueberry,"apple, peach, peanuts"
0079893125527_en,OPEN: NATURE PITA CHIPS PARMESAN GARLIC HERB Mo ARTIFICIAL FLAvORS Tonmi,0.7722517055935013,0.7722517055935013,72,Pita chips,"gluten, milk"
0079893162508_en,organics blue corn chips 3 tortilla it eet inyredients,0.7188792134385534,0.7188792134385534,54,blue corn tortilla chips with sea salt,soybeans
0079893162515_en,organics blue corn With Max seeds tortilla chips Alt S,0.7283883694557854,0.7283883694557854,54,blue corn with flax seeds tortilla chips with sea salt,soybeans
0079893390321_en,tujt organics organic 'icord Grape spread,0.7970634722070447,0.7970634722070447,41,Organic concord grape fruit spread,nan
0079893403045_en,organics Corn patcd Emauomma u Popping,0.601818034436727,0.601818034436727,38,Popping Corn,nan
0079893403366_en,SOPEN NATURE WALNUTS SHELLED,0.8822384719524711,0.8822384719524711,28,WALNUTS SHELLED,nuts
0079893403786_en,White Corn Tortilla Chips organics organic,0.98878271275802,0.98878271275802,42,Organic White Corn Tortilla Chips,nan
0079893410432_en,banana chips unsuct USDA organics,0.797266841431677,0.797266841431677,33,Organic Banana Chips,nan
0079893513225_en,KperE GLUTEN FREE PANCAKE & BKINGMX Nd GMDs Nd Arimficual FLAVORS @R ColoRS Ferlocupdry Mu HET WT 1602 ( LBJASA,0.390987369307998,0.925,111,Gluten Free Pancake & Baking Mix,nan
0079893601403_en,organics organic Raisins seedless Veet Scandards GHOs No Artiacin Preservatives Addh 9 Calor 02 (28.3g),0.5315259832661984,0.8583333333333333,103,Raisins,nan
0079893602295_en,Q 1 coec Strawberry Cereal Bars organics [SCr,0.5065513228903826,0.5065513228903826,45,Strawberry Cereal Bars,gluten
0079893982168_en,organics organic {223 BEEF JERY Original NQ ADDLD Ahtiniotict 'Or Hormonts- Hallehanlaneo HADL T4On FEJ ELeF UELD CoutAIt,0.407465396111083,1.0,121,Organic Beef Jerky original,"gluten, soybeans"
0079927081119_en,"Eonu UNQUE SQROUED ""Shelld"" Yyu onhrnrnn s",0.2663066434046131,0.35,42,Original Sea Salt Sprouted 100% Whole Grain Wheat Pretzel Shells,nan
0079927102111_en,"Orzinal SSplit-Diaatla UNIQUE Original 'Splits"" Ft InEroitia Jukic",0.4571426149465946,0.55,66,Original Pretzel Shells,gluten
0079927110116_en,"UNIQUE 2016 KO OclestlacX HO TRS F Eubbles Ga Ibe Surface DUO XEAGrk, Original ""Splits"" Grrae Deep Kran ennona",0.3213831358370539,0.9166666666666666,110,Original Pretzel Splits,gluten
0079927110215_en,"Spult LAren UNIQUE Dark ""Splits"" Etn 8 Oridinal Koren Elna {Gnnt",0.4130871019617769,0.5333333333333333,64,Extra Dark Pretzel Splits,gluten
0079927110413_en,"Oni Floren Pac UNQUE Tullieert ""Splits MTII (3124",0.370397371344191,0.4083333333333333,49,Multi-Grain Pretzel Splits,"gluten, sesame-seeds"
0080000495433_en,193 Protein 260 Caloules StarKist To Go chiTuna TUN_ HMycuurOWN Wild calYT TLa Wiiwturn Lunch s4unB Starkist Uelu Tuna,0.4149482542769523,0.9833333333333332,118,Lunch-To-Go Tuna Salad Kit,"eggs, fish, gluten, soybeans"
00805179_en,oRganIc IQaSIeR PasIRIES 6mrs HIXLU@ZHIA|,0.1030433491148649,0.3416666666666667,41,Organic Frosted Toaster Pastries Strawberry,"gluten, milk"
00805452_en,Jie pettect aspnln' treat Salted Rop CORN,0.4758697947830231,0.4758697947830231,41,Salted Pop Corn,nan
00805476_en,POPCORN 02057018 OVCILORA Mes SWEET - 'SALTY,0.5390664954639056,0.5390664954639056,44,Sweet & Salty Popcorn,nan
00809580_en,"TIADEAJom a,'ll Lake 8 Baking Mil Xapal %l,o Hale wh Mauahaszl hunVawl Hu",0.2555325108882471,0.6083333333333333,73,Vanilla cake and baking mix,gluten
0081014003065_en,SEATTIT CIOCOLATE BEDRRNU' 'RUxeerde CKOCOLATE TRUFFLE AAR BARRE TRUFFE AA CHOcOL,0.257971815737795,0.675,81,Peanut Butter Chocolate Truffle Bar,"milk, peanuts, soybeans"
0081014090928_en,SEATTLE CHOcOLAte SEATTLE CHOcOLate SALTED ALMOND Dar< Chocolate Truffle DAR SALTED ALMOND SnAmcnei Dar< CKocclATE Truffle AAR VaiAIn &n01And194 We b0 /ou 772502 (70q/ choco F Vmbfel,0.4077178179476489,1.0,182,Salted Almond Dark Chocolate Truffle Bar,"nuts, soybeans"
0081363001002_en,Oakt` NEW YORK 6 T Y L E Authentic BAkED BAGEL CRISPS Roasted Garlic 8 eeaFacd] ETattl01t043 Nogial,0.4815169378903267,0.825,99,Bagel Crisps Roasted Garlic,"gluten, soybeans"
0081363528066_en,"Nsrk 5 T AUTHENTIC BAKED BAGEL CRIS' Plc"" NQ BAGEL Chip: FET Wtg02 6763}",0.4731928379306064,0.6,72,Bagel Crisps Plain,gluten
0081864201482_en,salted ~ROASTED Jiaoo PEANUTS:,0.4727930754283382,0.4727930754283382,30,Salted roasted peanuts,peanuts
0081864202809_en,"ROASTERs , ~Heagion isdlted",0.3855184316547008,0.3855184316547008,27,Unsalted roasted peanuts,peanuts
0081864221244_en,SILIED Yazzton,0.4536880038329197,0.4536880038329197,14,Jumbo Salted Roasted Peanuts,peanuts
0081864222883_en,"VJUMBO #rai' MTn,(9u7A (7 Shoton Rooraic7S Pro POIcACD Hubia ""ONSALTRO 'PEANUTS ~RQksT ; ^",0.1035059159577643,0.75,90,Jumbo Unsalted Roasted Peanut,peanuts
0081864223248_en,"62 Qat HT,2AOL JUMBO Hangon RAW ~NATURAL UPEANUTS",0.542355699038543,0.542355699038543,49,"Hampton farms, jumbo raw natural peanuts",peanuts
0082011102331_en,MURRAY SUGAR FREE | Shortbread COOKL,0.5974098385666086,0.5974098385666086,36,Sugar Free Cookies,"gluten, milk, soybeans"
0082011102645_en,"lemon-ups"" #oaMIV Ltouc@ KET #T 62 Oz(17631 Iecotn GS",0.1922312290362583,0.4416666666666666,53,Lemon-ups,"milk, soybeans"
0082011570680_en,girl scouts do-si-dos Oalicn Sandwich Oitl Toanut Mer KET WT 8 02/226g) @p Man*,0.2931596944183968,0.6583333333333333,79,do-si-dos,"gluten, milk, peanuts, soybeans"
0082011570697_en,girl scouts tagalongs Cl-pr cockles Lrycted Wia Dedmuamutn and couicdurltid chocolnty ccatlng KET W 65 02/1849),0.3768592733924802,0.925,111,Girl Scout Cookies: Tagalongs,"gluten, milk, peanuts, soybeans"
0082011570703_en,girlscouts trefoils: Iconicchontcnucodee Insplred Dxtne ohcina Gir Scout Tociel NET W 9 02(2559),0.4620932778747173,0.8,96,trefoils,"gluten, milk, soybeans"
0082011570710_en,Is's [ girl scouts thinmints WeTW 7902 (2358),0.3473866336920676,0.375,45,Thin mints,"gluten, soybeans"
0082011911094_en,1 I 82 1,0.2639325656516511,0.2639325656516511,8,Cookies Butter 11Oz,"gluten, milk, soybeans"
00820264_en,"TRADER JOE""S"" DARK CHOCOLATE Roasted Pistachio TOFFEE NET WT: 7.5 OZ (212g)",0.7376024330964482,0.7376024330964482,75,Dark Chocolate Roasted Pistachio Toffee,"milk, nuts, soybeans"
0082666500506_en,popctyos potato sea salt & vinegar nevenmned aiwavs [eal popped chlp snock more,0.6631978642660512,0.6631978642660512,79,popchips Sea Salt & Vinegar,nan
0082666500704_en,Frict AlapRed popchps OPIgINaL 503 KEE? Never cIm oNion,0.3277352183483482,0.4583333333333333,55,Sour Cream & Onion,milk
0082666500803_en,Never Fried Popchos OaciNal 6 Nlwayo And,0.4073269751936403,0.4073269751936403,40,Popchips Sea Salt,nan
0082666500858_en,t4 popchps original 50* ` ; NGHB RHE8,0.2562700333554694,0.3083333333333333,37,Nacho Flavored Popped Potato Snack,nan
0082666500902_en,"popchos potato barbeque never fried: alwavsical popped chip inack A""tisi",0.6291342382592824,0.6291342382592824,72,Chips barbeque,nan
0082666701095_en,popahs BOLD CRUNCHY cheddar & sour cream 100',0.7086436718486194,0.7086436718486194,45,Ridged potato chips cheddar sour cream potato,milk
0082666701125_en,"popckps IRIGES bargeque trul ALn t rel popped chip snack KetWTO,8 02 235] nvu",0.563074375220733,0.6416666666666667,77,Potato Ridges Tangy Barbeque,milk
0082666701156_en,popchps BOLD CRUNCHY buffalo ranch,0.930032111547474,0.930032111547474,34,Pop chips ridges hot buffalo ranch bold & crunchy,milk
0082666711001_en,Joo Calorie PacK popchps '50% Sur Rrcjto {nar*,0.3379833741493726,0.3833333333333333,46,Sea Salt popped potato snack,nan
0082666722007_en,popchps 50% OBOI Tuleanao Jenile,0.2549010128302593,0.2666666666666666,32,Popped Potato Snack,milk
0082666777007_en,popchos 50% catcnittnor W JOMION),0.4050382955448884,0.4050382955448884,33,popped potato snack,milk
00827560_en,SSes OE S Mlurallg Tlayortd WE Rcal Kanils Btal Keturilenlate TRADER 8 8 VANILLA,0.4064609055276905,0.6666666666666666,80,All Natural Joe-joe's (chocolate With Vanilla Bean Cream),"eggs, soybeans"
0083791010014_en,39ppe) Hemontnn REGULAR FLAVL (NuWL5 07 (1359),0.2299614632112643,0.3833333333333333,46,Regular Flavor,"peanuts, soybeans"
0083791010045_en,"Po1v9 Neworlean keula5546 MESQUITE QUE NET WT 1,5 02 (42.5g) 2appi BAR-B",0.5441806977049681,0.6,72,Mesquite Bar-B-Que,peanuts
0083791010052_en,New Orleans KettlelStyle VOODO Netwt 15 0z (42 5a_ 3aPpPo,0.3390921746286379,0.475,57,Zapp s new orleans kettlestyle potato chips voodoo,peanuts
0083791150055_en,2@pp P8I9 Hnonrnx,0.1086154548906561,0.1416666666666666,17,New Orleans Kettle Style Voodoo Potato Chips,"peanuts, soybeans"
0083791172057_en,Chips New Aans 3appa 6,0.2880583424185622,0.2880583424185622,22,Potato chips,"peanuts, soybeans"
0083791520018_en,"R7 SEA SALTED Botfully Caled Pastaly Feeled, Tndk Ct Relle Sotle Fo? The Pedect Crndh HD620z iala} POllo 'Clle",0.3035950125518662,0.9166666666666666,110,Sea Salted Potato Chips,peanuts
0083791520094_en,SOUR (REAMU OMON Coc A0n O1Ea 4ce Ra tToet POTato ' ' ChIPS,0.1880897902225263,0.4916666666666666,59,Dirty kettle chips,"milk, peanuts"
0084000199988_en,(as) Cheddar 'Sour Cream Elauaru,0.6063495810470634,0.6063495810470634,32,Lay's Cheddar & Sour Cream Flavored Potato Chips,"milk, soybeans"
0084114009944_en,KEHEE BRAND POTATO CHIPS NEW YORK CHEDDAR great taste__naturally- net weight 502 (142g),0.8068146187147686,0.8068146187147686,87,Potato Chips New York Cheddar,milk
0084114009968_en,EHPHE BRAND POTATO CHIPS SEA SALT & VINEGAR great taste:_ naturally (1416),0.7944925029074938,0.7944925029074938,74,Potato Chips Sea Salt & Vinegar,nan
0084114009975_en,Hu-il BRAND PoTATO CHIPS organic God SEA great taste__naturally SALI,0.6641310199451635,0.6641310199451635,68,Organic Potato Chips Sea Salt,nan
0084114009982_en,REMEE BRAND POTATO CHIPS SEA SALT great taste__naturally net weight 502 (141),0.7624127315599701,0.7624127315599701,77,Potato Chips Sea Salt,nan
0084114032164_en,BRAND POTATO SHARING SEA SALT great taste . net (EXY CHIPS SIZE naturally 02(368[,0.8416839680311111,0.8416839680311111,81,Potato Chips Sea Salt,nan
0084114032409_en,KEREE BRAND KRINKIECUT POTATO CHIPS SALT & FRESH GROUND PEPPER great taste _naturally net weight 1302 (369g),0.8451903905168857,0.9,108,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,nan
0084114032607_en,NEREE BRAND KRINKLECUT POTATO CHIPS SALT & FRESH GROUND PEPPER great taste:. net weicht (56g) naturally 202,0.8729226167640156,0.8916666666666667,107,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,nan
0084114033000_en,413851} KEIE BRAND POTATO CHIPS SEA SALT greet taete netuylhy,0.5193533857298706,0.5193533857298706,61,Potato Chips Sea Salt,nan
0084114033338_en,"NEMEE BRAND POTATO CHIPS Eed SEA SALT & VINEGAR great taste-_naturally"" weight 202 (56g) 4 net",0.7208617762698475,0.7833333333333333,94,Kettle Sea Salt & Vinegar,nan
0084114108128_en,NME BRAND POTATO CHIPS SEA SALT great taste naturally nct weight 8.502 (240g),0.7217059492812884,0.7217059492812884,77,Potato Chips Sea Salt,nan
0084114108142_en,BRAND OTATO CHIF SEA SALT & VINEGAF aat taste: atur,0.744532331512461,0.744532331512461,51,Potato Chips Sea Salt & Vinegar,nan
0084114108531_en,NERE BRAND KRINKLE CUT POTATO CHIPS SALT & FRESH GROUND PEPPER taste. naturally neltsttta aoe) great,0.7602588222388714,0.8333333333333334,100,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,nan
0084114112347_en,POTATO SEA SALTE great tasto natural nel weight 1oz/?87} REXE CHiPs,0.3698000794310662,0.5583333333333333,67,Potato Chips Sea Salt,nan
0084114112699_en,Ie JZJUNG& REXE BRAND POTATO CHIPS SEA SALT great taste . naturally,0.5618648685878126,0.5618648685878126,67,Potato Chips Sea Salt,nan
0084114112729_en,Il BRAND POTATO CHIPS P' JALAPENO Ercat test nel eig,0.554815326455785,0.554815326455785,52,Potato Chips Jalapeno,nan
0084114113917_en,NETEE BRAND POTATO CHIPS BACKYARD BARBEQUE great taste . naturally nct weight 8.502 (241),0.7651602354579058,0.7651602354579058,89,Potato Chips Backyard Barbeque,nan
0084114114464_en,IETIEE BRAND IPoTATO CHIPS SOUR CREAM AND ONION great taste naturally 502(1428),0.6274792043438119,0.6583333333333333,79,Potato Chips Sour Cream And Onion,milk
0084114114495_en,KETEE DRAND POTATO CHIPS HACKYARD BARBEQUE,0.7297607325016233,0.7297607325016233,42,Potato Chips Backyard Barbeque,nan
0084114115447_en,BRAND BACKYARD BARBEQUE great taste: weight202(56g) CHIPS NTATO naturally,0.9552462907539588,0.9552462907539588,73,Kettle Potato Chips Backyard BBQ,nan
0084114115881_en,CHIPS HOT JALAPENO Breat tagte; anaturally net weight 202(56g) KETEE BRAND POTATO,0.7810082063210907,0.7810082063210907,81,Potato Chips Jalapeno,nan
0084114116352_en,RTHE BRAND POTATO CHIPS HOT? JALAPENO groet taster naturally net Wclent 502014281%,0.6413753012346181,0.6833333333333333,82,Potato Chips Jalapeno,nan
0084114116642_en,Fnalt NERE BRAND POTATO CHIPS E83 BACKYARD BARBEQUE taste . naturally net weight 10z (28g) 9 great,0.7524926803145559,0.8166666666666667,98,Potato Chips Backyard Barbeque,nan
0084114118035_en,REAE BRAND 4o3 less fat tban 'regular potato ti POTATO CHIPS SEA SALT great taste _ naturally,0.6045002872492665,0.775,93,Reduced Fat Potato Chips Sea Salt,nan
0084114119131_en,IEME BRAND KRINKIECU POTATO CHIPS CROUSTILLES SALT & FRESH GROUND PEP SEL & POIVRE FRAIS MOULU 2206 (7802),0.8860353216329998,0.8860353216329998,106,Potato Chips Krinkle Cut Salt & Fresh Ground Pepper,nan
0084114123534_en,NETE BRAND POTATO CHIPS SEA SALT & VINEGAR greet taste__naturally net weight 1302(3698),0.7491879215234605,0.7491879215234605,87,Potato Chips Sea Salt & Vinegar,nan
0084114123572_en,NTEE BRAND POTATO CHIPS HOT? JALAPENO great teste naturally net welght 1302(38981,0.6880696386282634,0.6880696386282634,81,Potato Chips Jalapeno,nan
0084114221964_en,KEFIEE BRAND POTATO CHIPS PEPPERONCINI groat taste _naturally net weight 502(142g),0.8448340355815442,0.8448340355815442,82,Potato Chips Pepperoncini,nan
0084114901521_en,FFE POTATO MARING SIZE 707 Aca. BACKYARD BARBEQUE great taete o BRAND CHIPS eeprcp naturally,0.6289310457658625,0.7666666666666667,92,Potato Chips,nan
0084114901903_en,BRAND AIR TTLe Cooked AIR ALAPENO FRIED 'FINISHE,0.7869640288664447,0.7869640288664447,48,Jalapeño Kettle Cooked Air Finished Chips,nan
0084114901910_en,FAIR AIR FINISHED Kettle cooked = SALT & VVINEGAR GreAT TASTE HATURALET KXI BND FRLED SEA,0.6262888365666748,0.7416666666666667,89,Sea Salt & Vinegar Potato Chips,nan
0084114901965_en,"KKEE BR ND AiR- AIR KETTLE HIMALAYAN SALT GRLATTASTE MATURALLY"" FRIED 'Finishe COOKED ,",0.7230070682894252,0.725,87,Air Fried Himalayan Salt Potato Chips,nan
0084114902009_en,PS JUE: turally,0.5980177537877739,0.5980177537877739,15,Potato Chips Backyard Barbeque,nan
0084114902023_en,"KEAE BRAND OTATO CHIPS FARMSTAND RANCH Gat taste__naturally"" not weieht 7.5 02 (212",0.6861535734797247,0.6916666666666667,83,Potato Chips Farmstand Ranch,milk
0084114902030_en,BRAND POTATO CHIH HONEY DIJON taste__naturall (212 & great ` Velt,0.6968463609354912,0.6968463609354912,65,Potato Chips Honey Dijon,mustard
0084114902047_en,NEHE BRAND OTATO CHIP 81 LAPENO,0.8494325808354033,0.8494325808354033,31,Jalapeño Potato Chips,nan
0084114902061_en,NERL BRAND KRINKLE POTATO CUT chips HABANERO LIME GTEAT,0.6902972690246234,0.6902972690246234,55,Krinkle Cut Potato Chips Habanero Lime,nan
0084114902078_en,RINKLE CUt SALT8 GRC PEPPER DRAND Freshs,0.5071416220514269,0.5071416220514269,40,KRINKLE CUT Potato Chips,soybeans
0084114902085_en,"NITI BRAND KRINKLE POTAT CUT chipe TRUFFLE OIL"" SEA SALT NEU Jubei Crunch 7.5 0z (212 C)",0.5317575345867248,0.7333333333333333,88,Krinkle cut,nan
0084114902108_en,"NE BRAND CHIPS INSALTED taste__naturally"" net weight 7.5 0z (212g) POTATO reat",0.7576577247205503,0.7576577247205503,78,Potato Chips Unsalted (US only),nan
0084114902122_en,"KEEE BRAND 7-5 87 (12 g) WTATO CHIPS ARMESAX GARLIC Etat "" taste__naturell net - we1 0t",0.58653254271951,0.725,87,Potato Chips Parmesan Garlic,milk
0084114902139_en,EEBEE BRAND POTATO CHIPS 883 gwunn,0.5968792213965473,0.5968792213965473,34,Potato Chips Pepperoncini,nan
0084114902153_en,FXE POTATO CHIPS SEA amt naturally BRAND SALT eaote,0.5855082965526682,0.5855082965526682,51,Potato Chips,nan
0084114902160_en,Ieey wt tha WalgnetI 724 Rrn 7) Sareh Gic Account IEEE hhND POTATO CHIPS Sea&aL VINEGAR Vouttl r9cinaa 55.49 Add for pickup Warccns com,0.4884846330150513,1.0,135,Potato Chips Sea Salt & Vinegar,nan
0084114902634_en,NEXYIR BRAND ROTATO CHIPS BACKYARD BARBEQUE taste__naturali Breat,0.7185798083173918,0.7185798083173918,65,Potato Chips Backyard Barbeque,soybeans
0084114903648_en,CERTIFIED GLUTEN FREE GFCO.ORG,0.9737165440045796,0.9737165440045796,30,Truffle Oil And Sea Salt Potato Chips,soybeans
00847551_en,"TRADER Jocs mini 70% cacuo Dark @hocolate Bats SSUPEI SMOOTH DELAIAN CHOCOIMTE 3 KETKT3I7 O2 |50, 106101a3",0.1760544987719639,0.8833333333333333,106,mini 70% cacao Dark Chocolate Bars,"nuts, soybeans"
0084872201642_en,DakobStyle SUNHLOWER KERNELS NATURAL,0.7213039417422823,0.7213039417422823,36,Roasted & Salted,nan
0085239004739_en,odn UNSALTED archer farms Raw Mixed Nuts Wuahalmonds oxalnina Sharotnuls & pitlach 91 individun 21elsj Larht 10 count Kanach,0.4919660851838694,1.0,124,Unsalted Raw Mixed Nuts,nuts
0085239008331_en,afcuoshble r FRGSHNESS MARKET PAXTRy PRETZEL SESAME TRAIL MIX XTTZT'; Het_@OUsu9y @222 PEANUT Stick,0.5311771672518625,0.825,99,Peanut Pretzel and Sesame Stick Trail Mix,"gluten, peanuts, sesame-seeds, soybeans"
0085239014691_en,Bunny Bait Trail MMix AMcMAAMTELAJMnOEU# dut- TAO2 3xFeaK,0.3698940628512489,0.475,57,Bunny Bait Trail Mix,"gelatin, gluten, milk, peanuts, soybeans"
0085239016428_en,MAAKET QuEi e 'SIZe WHITE CORN TORTILLA Rounds Haam BITE:,0.4194716863201086,0.475,57,Bite size white corn tortilla rounds,nan
0085239019696_en,archer farms Roasted Whole Cashews,0.962212377564179,0.962212377564179,34,Salted roasted cashews,nan
0085239021873_en,"archer farms Monster TRAIL Mix With peanuts, M&M'S"" Milk Chocolate Candies,raisins, cmoco late chips & peanut butter chips HEt WT 36 02 (2 LB 4 02} 1.OZkg",0.6908890941399082,1.0,154,"Monster trail mix, monster","milk, peanuts, soybeans"
0085239022085_en,"Goodr Gotoc Umoc procolone cheese %ooked Junch kit Krnoecu turken Sa chann col Endrowolordrioa"" Jucsd oneerticr- UonJim moModmarunte JJwlhaooniceics Ca; Ket WT 2.9 02 (O1o)",0.1125857434149107,1.0,172,Good & gather sliced smoked turkey with crackers,"gluten, milk"
0085239035573_en,"Good& Gather Raw Mixed Nuts Wrat ""AEASE Mmidimime",0.5868408745089112,0.5868408745089112,49,Good & Gather Raw Mixed Nut,"milk, nuts, peanuts, sesame-seeds, soybeans"
